time,stockX,stockY,stockZ
0.0,57.1844,33.078857,9.736745
0.1,56.944897,32.96349,9.819122
0.2,56.705574,32.847797,9.90139
0.3,56.466362,32.731728,9.983515
0.4,56.22735,32.61534,10.065517
0.5,55.98851,32.49864,10.147381
0.6,55.74986,32.381634,10.229097
0.7,55.511395,32.264328,10.3106575
0.8,55.27313,32.146748,10.392056
0.90000004,55.035072,32.028896,10.473288
1.0,54.797222,31.910778,10.554344
1.1,54.55958,31.792421,10.635218
1.2,54.32227,31.673803,10.715922
1.3000001,54.085106,31.55497,10.796423
1.4,53.84818,31.435917,10.876729
1.5,53.61147,31.316656,10.956834
1.6,53.37498,31.197197,11.036739
1.7,53.138725,31.077547,11.11644
1.8000001,52.902676,30.957718,11.195934
1.9,52.66684,30.837711,11.275221
2.0,52.431217,30.717545,11.3543
2.1000001,52.19579,30.597221,11.433169
2.2,51.96056,30.476748,11.51183
2.3,51.725506,30.356136,11.590284
2.4,51.490635,30.235388,11.668532
2.5,51.25594,30.114517,11.746576
2.6000001,51.021404,29.993523,11.82442
2.7,50.78701,29.87242,11.902062
2.8,50.55276,29.751205,11.979511
2.9,50.31864,29.62989,12.056768
3.0,50.0846,29.508547,12.133825
3.1000001,49.850697,29.387058,12.210713
3.2,49.616898,29.26549,12.287429
3.3,49.383186,29.143847,12.363976
3.4,49.149563,29.022133,12.440361
3.5,48.916016,28.900358,12.516594
3.6000001,48.682537,28.778522,12.592688
3.7,48.449112,28.656641,12.66865
3.8,48.215733,28.534718,12.7444935
3.9,47.982395,28.412758,12.820235
4.0,47.749077,28.290773,12.895891
4.1,47.515778,28.16877,12.971475
4.2000003,47.282475,28.046755,13.0470085
4.3,47.049164,27.924746,13.12251
4.4,46.815834,27.802742,13.198002
4.5,46.58256,27.680717,13.273494
4.6,46.349174,27.558756,13.349019
4.7000003,46.115715,27.436838,13.424612
4.8,45.88218,27.314983,13.500307
4.9,45.64855,27.193205,13.576133
5.0,45.41479,27.071512,13.652121
5.1,45.18091,26.949923,13.728291
5.2000003,44.946888,26.828442,13.804664
5.3,44.712723,26.707087,13.881253
5.4,44.4784,26.58586,13.958074
5.5,44.243923,26.46477,14.035132
5.6,44.00929,26.343819,14.112432
5.7000003,43.774487,26.223022,14.189972
5.8,43.539536,26.102377,14.267751
5.9,43.304432,25.981882,14.3457575
6.0,43.069088,25.861582,14.423995
6.1,42.833683,25.741392,14.502413
6.2000003,42.59815,25.621347,14.581006
6.3,42.36246,25.501432,14.659756
6.4,42.126637,25.381645,14.738645
6.5,41.890675,25.261978,14.817651
6.6,41.65457,25.142418,14.896754
6.7000003,41.418343,25.022959,14.975934
6.8,41.18199,24.903593,15.055165
6.9,40.94553,24.784313,15.134424
7.0,40.70897,24.665106,15.213687
7.1,40.472324,24.545963,15.292926
7.2000003,40.23561,24.426872,15.372116
7.3,39.998848,24.30783,15.451227
7.4,39.76206,24.188822,15.53023
7.5,39.52514,24.069841,15.609079
7.6,39.288338,23.950869,15.687782
7.7000003,39.051556,23.831896,15.766299
7.8,38.814796,23.712915,15.844612
7.9,38.578064,23.5939,15.922704
8.0,38.341366,23.474854,16.000565
8.1,38.104687,23.355753,16.078186
8.2,37.868034,23.236599,16.155565
8.3,37.63139,23.117376,16.232702
8.400001,37.394745,22.99808,16.309599
8.5,37.158096,22.878704,16.386269
8.6,36.921417,22.759235,16.46272
8.7,36.684692,22.639683,16.53897
8.8,36.447998,22.519953,16.615011
8.900001,36.211155,22.400183,16.690899
9.0,35.974247,22.280308,16.766636
9.1,35.737267,22.160334,16.842241
9.2,35.500202,22.040249,16.917738
9.3,35.263054,21.920052,16.993137
9.400001,35.02582,21.799726,17.068447
9.5,34.788498,21.679268,17.143686
9.6,34.551075,21.558662,17.218857
9.7,34.313557,21.437891,17.29396
9.8,34.075924,21.31694,17.369005
9.900001,33.83819,21.195786,17.443985
10.0,33.600334,21.07441,17.518894
10.1,33.36233,20.952814,17.593756
10.2,33.124237,20.830933,17.668522
10.3,32.88601,20.708769,17.743195
10.400001,32.647655,20.586306,17.817747
10.5,32.40914,20.463549,17.892157
10.6,32.170486,20.340487,17.966404
10.7,31.931675,20.217123,18.04046
10.8,31.6927,20.093466,18.11431
10.900001,31.453564,19.969524,18.187925
11.0,31.21427,19.84532,18.261282
