time,stockX,stockY,stockZ
0.0,80.18449,15.459687,4.3558235
0.1,79.97349,15.365943,4.4414787
0.2,79.76268,15.27215,4.526994
0.3,79.55208,15.178302,4.6123676
0.4,79.341675,15.084402,4.6976004
0.5,79.13145,14.990456,4.782694
0.6,78.9214,14.896465,4.867649
0.7,78.711525,14.802434,4.9524684
0.8,78.50189,14.708371,5.0371547
0.90000004,78.2924,14.614274,5.12171
1.0,78.08307,14.520152,5.2061377
1.1,77.87389,14.42601,5.2904425
1.2,77.66487,14.331852,5.3746285
1.3000001,77.456,14.237683,5.458699
1.4,77.24727,14.143507,5.5426598
1.5,77.03869,14.049331,5.6265135
1.6,76.830215,13.955155,5.7102647
1.7,76.62189,13.860985,5.793919
1.8000001,76.41368,13.766823,5.877479
1.9,76.20558,13.672673,5.960949
2.0,75.9976,13.578538,6.044336
2.1000001,75.78972,13.484421,6.1276407
2.2,75.58193,13.390321,6.21087
2.3,75.37425,13.296244,6.294028
2.4,75.16663,13.202199,6.377132
2.5,74.95914,13.1081705,6.46016
2.6000001,74.75171,13.014166,6.543126
2.7,74.544365,12.920186,6.6260366
2.8,74.33711,12.826228,6.708893
2.9,74.12992,12.732296,6.791697
3.0,73.922806,12.638385,6.8744535
3.1000001,73.71576,12.544498,6.957164
3.2,73.50879,12.450633,7.0398293
3.3,73.30188,12.356792,7.122452
3.4,73.095024,12.262972,7.2050347
3.5,72.888245,12.169175,7.2875776
3.6000001,72.68152,12.075398,7.370082
3.7,72.474846,11.981646,7.452548
3.8,72.26822,11.887913,7.534976
3.9,72.06166,11.794201,7.617367
4.0,71.85513,11.700509,7.69972
4.1,71.64867,11.606839,7.782035
4.2000003,71.44225,11.513189,7.8643117
4.3,71.23575,11.419582,7.9465613
4.4,71.029396,11.325977,8.028762
4.5,70.82308,11.232395,8.110919
4.6,70.616806,11.138841,8.193031
4.7000003,70.410576,11.045311,8.275096
4.8,70.20436,10.951813,8.357108
4.9,69.99819,10.858348,8.439066
5.0,69.79204,10.764917,8.520966
5.1,69.585915,10.671526,8.602801
5.2000003,69.379814,10.578172,8.684573
5.3,69.173744,10.484865,8.766274
5.4,68.9677,10.391604,8.847901
5.5,68.761665,10.298395,8.929449
5.6,68.555664,10.20524,9.010916
5.7000003,68.34968,10.1121435,9.092295
5.8,68.143715,10.019108,9.173578
5.9,67.93778,9.92614,9.254768
6.0,67.731865,9.833242,9.335854
6.1,67.52596,9.74042,9.416833
6.2000003,67.32009,9.6476755,9.497698
6.3,67.114235,9.5550165,9.578444
6.4,66.90842,9.462447,9.659066
6.5,66.70274,9.369963,9.73958
6.6,66.49699,9.277585,9.819942
6.7000003,66.291275,9.185308,9.900166
6.8,66.08561,9.09314,9.98025
6.9,65.87998,9.001082,10.060187
7.0,65.67442,8.909141,10.139974
7.1,65.46891,8.817326,10.219604
7.2000003,65.26348,8.725643,10.299068
7.3,65.05811,8.634103,10.378361
7.4,64.85285,8.542715,10.457476
7.5,64.64768,8.451492,10.536401
7.6,64.44263,8.360445,10.6151285
7.7000003,64.23771,8.269588,10.693651
7.8,64.033066,8.178953,10.771941
7.9,63.82847,8.088517,10.850017
8.0,63.624035,7.9983153,10.927853
8.1,63.419796,7.9083695,11.005434
8.2,63.215767,7.8187027,11.082743
8.3,63.01196,7.729331,11.159772
8.400001,62.808388,7.6402683,11.236507
8.5,62.60506,7.551528,11.312942
8.6,62.401993,7.463115,11.3890705
8.7,62.19918,7.3750396,11.464893
8.8,61.99663,7.2873006,11.540406
8.900001,61.794346,7.199899,11.615613
9.0,61.592327,7.112833,11.6905155
9.1,61.390564,7.026093,11.765122
9.2,61.189056,6.9396734,11.839439
9.3,60.98779,6.853559,11.913479
9.400001,60.78666,6.767723,11.987261
9.5,60.585827,6.682173,12.060783
9.6,60.385193,6.5968757,12.134071
9.7,60.184746,6.511809,12.20714
9.8,59.984467,6.4269505,12.28001
9.900001,59.78434,6.34228,12.352694
10.0,59.58436,6.2577767,12.425206
10.1,59.38449,6.173419,12.497563
10.2,59.184742,6.089189,12.569773
10.3,58.98509,6.005067,12.64185
10.400001,58.785534,5.921035,12.713806
10.5,58.586056,5.837075,12.785647
10.6,58.38664,5.753169,12.857386
10.7,58.18728,5.6693025,12.929026
10.8,57.987976,5.5854564,13.000576
10.900001,57.788708,5.501617,13.0720415
11.0,57.58946,5.4177685,13.143384
11.1,57.390255,5.3339,13.214687
11.2,57.191093,5.2499986,13.285913
11.3,56.991936,5.166049,13.357068
11.400001,56.79279,5.0820394,13.428154
11.5,56.593655,4.9979596,13.499168
11.6,56.394512,4.913798,13.570115
11.7,56.195366,4.829545,13.640991
11.8,55.996216,4.7451906,13.711801
11.900001,55.797043,4.660727,13.78254
12.0,55.59787,4.576147,13.853207
12.1,55.39869,4.4914417,13.923799
12.2,55.199497,4.406608,13.994314
12.3,55.000305,4.3216376,14.064752
12.400001,54.80111,4.236527,14.135104
12.5,54.60193,4.1512737,14.205369
12.6,54.402763,4.065872,14.27554
12.7,54.20362,3.9803216,14.3456135
12.8,54.004513,3.8946195,14.415584
12.900001,53.80545,3.808765,14.485442
13.0,53.606445,3.7227592,14.555182
13.1,53.407516,3.6366014,14.624797
13.2,53.208553,3.5503087,14.69431
13.3,53.009796,3.4638538,14.763656
13.400001,52.81118,3.377254,14.832845
13.5,52.61272,3.2905133,14.90186
13.6,52.41445,3.2036338,14.970687
13.7,52.216393,3.11662,15.039311
13.8,52.01857,3.0294745,15.10772
13.900001,51.821003,2.9422,15.175898
14.0,51.62372,2.8548014,15.2438345
14.1,51.426743,2.7672794,15.311517
14.2,51.230087,2.6796386,15.378934
14.3,51.03377,2.5918803,15.446076
14.400001,50.837826,2.5040083,15.512935
14.5,50.642254,2.4160252,15.579499
14.6,50.447086,2.3279328,15.645761
14.7,50.252285,2.2397287,15.711724
