time,stockX,stockY,stockZ
0.0,51.953598,37.032555,11.013846
0.1,51.72021,36.922554,11.095937
0.2,51.48649,36.81251,11.178235
0.3,51.252228,36.702713,11.26078
0.4,51.01761,36.59287,11.343544
0.5,50.782555,36.48308,11.42652
0.6,50.547077,36.373352,11.509689
0.7,50.311176,36.263687,11.593026
0.8,50.07486,36.154083,11.676497
0.90000004,49.838146,36.044533,11.76007
1.0,49.601063,35.935028,11.843698
1.1,49.36357,35.825638,11.927353
1.2,49.125782,35.71624,12.010961
1.3000001,48.887684,35.606873,12.094499
1.4,48.649303,35.49753,12.177931
1.5,48.41066,35.388203,12.26123
1.6,48.171776,35.278885,12.344375
1.7,47.932663,35.169556,12.427343
1.8000001,47.69335,35.060223,12.51012
1.9,47.45383,34.95086,12.592701
2.0,47.214127,34.84147,12.675079
2.1000001,46.974213,34.73204,12.757237
2.2,46.734158,34.62256,12.839207
2.3,46.493923,34.51302,12.9209795
2.4,46.25351,34.40341,13.002566
2.5,46.012905,34.293724,13.083978
2.6000001,45.772114,34.183956,13.165225
2.7,45.53111,34.07409,13.246325
2.8,45.28988,33.964123,13.327286
2.9,45.048416,33.854042,13.408127
3.0,44.80669,33.74386,13.488863
3.1000001,44.564674,33.633556,13.569511
3.2,44.32236,33.52313,13.650091
3.3,44.07972,33.412575,13.73062
3.4,43.836708,33.301888,13.811122
3.5,43.593235,33.19096,13.891629
3.6000001,43.349403,33.079987,13.972137
3.7,43.105137,32.968876,14.052669
3.8,42.86042,32.85763,14.133224
3.9,42.61525,32.746254,14.213808
4.0,42.36961,32.634735,14.294421
4.1,42.123524,32.523087,14.375061
4.2000003,41.87698,32.411304,14.455725
4.3,41.63,32.299385,14.536407
4.4,41.38261,32.187325,14.617101
4.5,41.13484,32.075123,14.697797
4.6,40.886707,31.962772,14.778486
4.7000003,40.63826,31.850264,14.859154
4.8,40.389538,31.737598,14.939787
4.9,40.1406,31.624765,15.02037
5.0,39.891533,31.511648,15.100855
5.1,39.642296,31.398426,15.181298
5.2000003,39.392982,31.285002,15.261665
5.3,39.143654,31.171364,15.34195
5.4,38.89436,31.057499,15.42215
5.5,38.645138,30.943398,15.502259
5.6,38.39604,30.829044,15.58228
5.7000003,38.147102,30.714422,15.662214
5.8,37.89835,30.599525,15.742067
5.9,37.649807,30.484335,15.821841
6.0,37.401512,30.368841,15.901544
6.1,37.153473,30.253033,15.981187
6.2000003,36.90571,30.136887,16.060783
6.3,36.658226,30.020393,16.140343
6.4,36.410976,29.903568,16.21992
6.5,36.16405,29.786354,16.29946
6.6,35.917393,29.668747,16.379011
6.7000003,35.670982,29.550741,16.458601
6.8,35.42481,29.432318,16.538235
6.9,35.178837,29.313475,16.617933
7.0,34.93306,29.194212,16.6977
7.1,34.687466,29.074533,16.777546
7.2000003,34.442024,28.954447,16.857475
7.3,34.196724,28.833973,16.93748
7.4,33.951546,28.713129,17.017569
7.5,33.706482,28.59194,17.09772
7.6,33.461506,28.47044,17.177935
7.7000003,33.216595,28.348671,17.258217
7.8,32.97175,28.22666,17.338518
7.9,32.726948,28.104435,17.418827
8.0,32.48215,27.98203,17.499119
8.1,32.237335,27.859474,17.579363
8.2,31.992481,27.736792,17.659515
8.3,31.747566,27.614002,17.739555
8.400001,31.50257,27.491135,17.819443
8.5,31.257483,27.368204,17.89914
8.6,31.01229,27.24523,17.978605
8.7,30.766985,27.122232,18.057802
8.8,30.521559,26.999222,18.136688
8.900001,30.276089,26.876257,18.21518
9.0,30.03045,26.75328,18.293324
9.1,29.784716,26.630337,18.371075
9.2,29.53889,26.507439,18.448408
9.3,29.292995,26.384586,18.525324
9.400001,29.047049,26.26178,18.601822
9.5,28.801085,26.139006,18.677912
9.6,28.555122,26.016243,18.753616
9.7,28.30921,25.893463,18.82896
9.8,28.063377,25.770632,18.90398
9.900001,27.817673,25.647707,18.978718
10.0,27.572147,25.524643,19.053226
10.1,27.326818,25.401377,19.127583
10.2,27.081789,25.277893,19.201805
10.3,26.83708,25.154152,19.27598
10.400001,26.592747,25.030136,19.350182
10.5,26.348831,24.905825,19.424475
10.6,26.105377,24.781204,19.498919
10.7,25.862427,24.656265,19.57356
10.8,25.620016,24.53101,19.648449
10.900001,25.37818,24.40544,19.723625
11.0,25.136951,24.279568,19.799124
11.1,24.896341,24.153305,19.874897
11.2,24.6564,24.026825,19.95105
11.3,24.417116,23.900063,20.027487
11.400001,24.178507,23.773027,20.104156
11.5,23.940577,23.64574,20.180998
11.6,23.703325,23.518223,20.257942
11.7,23.466763,23.390495,20.334913
11.8,23.230885,23.262589,20.41182
11.900001,22.9957,23.134537,20.48857
12.0,22.761202,23.00637,20.56506
12.1,22.527351,22.878214,20.64121
12.2,22.294224,22.749968,20.716919
12.3,22.061787,22.62175,20.792143
12.400001,21.830051,22.493614,20.866829
12.5,21.59902,22.365618,20.940937
12.6,21.36871,22.237795,21.014435
12.7,21.139133,22.110205,21.087294
12.8,20.910303,21.982882,21.159502
12.900001,20.682241,21.855875,21.231045
13.0,20.454973,21.729221,21.30193
13.1,20.22864,21.602953,21.372162
13.2,20.003054,21.477072,21.441732
13.3,19.778303,21.351562,21.510656
13.400001,19.554394,21.226414,21.578949
13.5,19.33132,21.10161,21.64663
13.6,19.10906,20.977127,21.71373
13.7,18.887604,20.852947,21.780277
13.8,18.666925,20.729053,21.84631
13.900001,18.446997,20.605421,21.911867
14.0,18.227785,20.482021,21.977001
14.1,18.009174,20.358814,22.041716
14.2,17.79128,20.235826,22.106136
14.3,17.57404,20.113037,22.170315
14.400001,17.357452,19.990448,22.23433
14.5,17.141512,19.868061,22.298244
14.6,16.926216,19.74588,22.362127
14.7,16.711567,19.623928,22.426022
