time,stockX,stockY,stockZ
0.0,83.95471,12.537217,3.508072
0.1,83.75174,12.448813,3.595111
0.2,83.548935,12.360369,3.682067
0.3,83.346306,12.271863,3.7689416
0.4,83.14383,12.183288,3.8557327
0.5,82.9415,12.094631,3.9424381
0.6,82.73932,12.005887,4.029056
0.7,82.537285,11.917041,4.1155853
0.8,82.33549,11.828107,4.202025
0.90000004,82.13377,11.739043,4.288371
1.0,81.93218,11.6498575,4.374624
1.1,81.73074,11.560537,4.460781
1.2,81.529434,11.471082,4.546841
1.3000001,81.32824,11.381479,4.6328025
1.4,81.12718,11.291729,4.718665
1.5,80.926254,11.201826,4.804426
1.6,80.725426,11.111766,4.8900857
1.7,80.52473,11.021546,4.9756446
1.8000001,80.324135,10.931166,5.061101
1.9,80.12364,10.840624,5.1464543
2.0,79.92328,10.749919,5.2317057
2.1000001,79.723,10.659053,5.316857
2.2,79.52283,10.568027,5.401905
2.3,79.32274,10.476845,5.486853
2.4,79.122765,10.385508,5.5717015
2.5,78.92289,10.294028,5.6564617
2.6000001,78.723076,10.202394,5.741113
2.7,78.523346,10.110617,5.8256683
2.8,78.3237,10.018702,5.910127
2.9,78.12412,9.926653,5.9944935
3.0,77.92463,9.834473,6.0787683
3.1000001,77.7252,9.742169,6.1629515
3.2,77.52585,9.649749,6.2470465
3.3,77.32657,9.557213,6.331052
3.4,77.12735,9.464567,6.41497
3.5,76.92819,9.37182,6.4988
3.6000001,76.7291,9.2789755,6.5825415
3.7,76.53009,9.18604,6.666196
3.8,76.33113,9.093018,6.7497606
3.9,76.132225,8.999918,6.833237
4.0,75.93338,8.906743,6.9166236
4.1,75.7346,8.813501,6.999918
4.2000003,75.53587,8.7202,7.0831203
4.3,75.33719,8.626845,7.166228
4.4,75.13857,8.533443,7.249239
4.5,74.94001,8.440002,7.3321505
4.6,74.74158,8.346556,7.414947
4.7000003,74.54313,8.25306,7.497649
4.8,74.34474,8.159549,7.5802393
4.9,74.1464,8.0660305,7.662714
5.0,73.948105,7.972513,7.7450666
5.1,73.749855,7.879006,7.827292
5.2000003,73.55167,7.7855177,7.909383
5.3,73.35352,7.69206,7.9913325
5.4,73.15543,7.5986443,8.073133
5.5,72.957405,7.5052795,8.1547785
5.6,72.75943,7.41198,8.236258
5.7000003,72.56151,7.318757,8.317562
5.8,72.36367,7.2256246,8.398685
5.9,72.165886,7.132595,8.479613
6.0,71.9682,7.0396833,8.560337
6.1,71.770584,6.9469047,8.640846
6.2000003,71.57308,6.8542733,8.721128
6.3,71.37566,6.7618055,8.801174
6.4,71.17823,6.6695194,8.880953
6.5,70.98103,6.577428,8.960481
6.6,70.78396,6.485554,9.039731
6.7000003,70.58705,6.3939176,9.118689
6.8,70.3903,6.30254,9.197341
6.9,70.193726,6.2114377,9.275672
7.0,69.99735,6.120629,9.353672
7.1,69.80117,6.0301313,9.431329
7.2000003,69.605225,5.939961,9.508633
7.3,69.40949,5.8501325,9.585571
7.4,69.214,5.7606606,9.662137
7.5,69.01876,5.671558,9.738318
7.6,68.823784,5.5828323,9.814122
7.7000003,68.62905,5.4944835,9.889544
7.8,68.43457,5.4065127,9.964588
7.9,68.24035,5.3189154,10.03926
8.0,68.04637,5.231685,10.113568
8.1,67.85264,5.144814,10.187526
8.2,67.65913,5.0582905,10.261142
8.3,67.46584,4.972101,10.33443
8.400001,67.272766,4.8862286,10.407411
8.5,67.079895,4.800657,10.480101
8.6,66.88726,4.715367,10.5525465
8.7,66.694756,4.6303363,10.624725
8.8,66.50241,4.545548,10.696675
