time,stockX,stockY,stockZ
0.0,76.5036,18.303925,5.1924715
0.1,76.28607,18.205492,5.2771773
0.2,76.068695,18.106852,5.3617945
0.3,75.851456,18.008017,5.4463277
0.4,75.63437,17.908987,5.5307765
0.5,75.417435,17.809782,5.6151433
0.6,75.20066,17.710403,5.6994295
0.7,74.98404,17.610867,5.7836375
0.8,74.76767,17.511156,5.867744
0.90000004,74.55142,17.41132,5.9517846
1.0,74.33536,17.31136,6.0357466
1.1,74.11946,17.21128,6.1196327
1.2,73.90372,17.111105,6.2034435
1.3000001,73.68816,17.010841,6.28718
1.4,73.47276,16.910501,6.370846
1.5,73.257515,16.810104,6.454442
1.6,73.04243,16.709656,6.5379686
1.7,72.82749,16.609173,6.6214294
1.8000001,72.6127,16.508661,6.704825
1.9,72.39804,16.40814,6.7881575
2.0,72.18353,16.307617,6.8714275
2.1000001,71.969124,16.207102,6.9546385
2.2,71.754845,16.106611,7.0377903
2.3,71.54068,16.00615,7.120885
2.4,71.32661,15.905729,7.2039256
2.5,71.11264,15.805361,7.2869115
2.6000001,70.89876,15.705053,7.3698454
2.7,70.68494,15.604817,7.452729
2.8,70.47132,15.504668,7.5355725
2.9,70.25767,15.404602,7.6183605
3.0,70.04406,15.304629,7.7011
3.1000001,69.8305,15.204752,7.7837915
3.2,69.61698,15.104974,7.866437
3.3,69.40352,15.0053005,7.9490356
3.4,69.19007,14.905732,8.031588
3.5,68.97666,14.806273,8.114093
3.6000001,68.76326,14.706922,8.196551
3.7,68.54986,14.607681,8.278962
3.8,68.33649,14.508553,8.361326
3.9,68.12311,14.409533,8.443641
4.0,67.90972,14.310626,8.525905
4.1,67.69632,14.211825,8.608119
4.2000003,67.48291,14.113134,8.69028
4.3,67.26948,14.014547,8.772387
4.4,67.05601,13.916065,8.854438
4.5,66.84251,13.817682,8.936434
4.6,66.62897,13.719395,9.018368
4.7000003,66.4154,13.621201,9.10024
4.8,66.20176,13.523094,9.182048
4.9,65.9881,13.425086,9.263813
5.0,65.77437,13.327148,9.34549
5.1,65.56058,13.22929,9.427096
5.2000003,65.346725,13.131511,9.508626
5.3,65.13279,13.033809,9.5900755
5.4,64.91879,12.936181,9.67144
5.5,64.704704,12.838628,9.752715
5.6,64.49055,12.741147,9.8338995
5.7000003,64.27628,12.643737,9.9149885
5.8,64.06195,12.546395,9.99598
5.9,63.847515,12.449122,10.076868
6.0,63.63299,12.351916,10.157654
6.1,63.418377,12.254778,10.238333
6.2000003,63.203674,12.157704,10.3189
6.3,62.988873,12.060696,10.399359
6.4,62.773983,11.963751,10.479702
6.5,62.559002,11.866871,10.559931
6.6,62.34393,11.770053,10.640043
6.7000003,62.128777,11.673298,10.7200365
6.8,61.91353,11.576607,10.799911
6.9,61.698204,11.4799795,10.879664
7.0,61.48299,11.383412,10.959261
7.1,61.267548,11.286913,11.038764
7.2000003,61.052036,11.190475,11.118145
7.3,60.83647,11.094102,11.197406
7.4,60.620846,10.997787,11.2765465
7.5,60.405178,10.901538,11.355567
7.6,60.18947,10.805352,11.434466
7.7000003,59.97373,10.709236,11.513243
7.8,59.75796,10.613195,11.591892
7.9,59.542187,10.517237,11.67041
8.0,59.32641,10.421366,11.748793
8.1,59.110634,10.325596,11.827037
8.2,58.89489,10.229938,11.905132
8.3,58.679173,10.134401,11.983073
8.400001,58.463497,10.038999,12.060853
8.5,58.24789,9.94375,12.13846
8.6,58.03236,9.84867,12.215887
8.7,57.81692,9.753774,12.29312
8.8,57.60159,9.659085,12.370151
8.900001,57.386494,9.5646305,12.446932
9.0,57.17145,9.470409,12.523517
9.1,56.95656,9.376453,12.599868
9.2,56.74185,9.282787,12.675974
9.3,56.527332,9.189423,12.75183
9.400001,56.31301,9.096376,12.827433
9.5,56.09891,9.003661,12.902778
9.6,55.88502,8.911282,12.97787
9.7,55.671352,8.819244,13.05271
9.8,55.457897,8.727547,13.127306
9.900001,55.244663,8.636191,13.201667
10.0,55.031643,8.545169,13.275803
10.1,54.818825,8.454471,13.349728
10.2,54.60644,8.364105,13.423439
10.3,54.394054,8.274028,13.496983
10.400001,54.18183,8.184232,13.570363
10.5,53.969765,8.094695,13.643598
10.6,53.75782,8.005399,13.716706
10.7,53.545994,7.916322,13.789703
10.8,53.33426,7.8274455,13.862605
10.900001,53.122604,7.738751,13.935428
11.0,52.91101,7.650222,14.00818
11.1,52.699455,7.561837,14.080876
11.2,52.487934,7.4735847,14.153529
11.3,52.27642,7.3854437,14.226147
11.400001,52.064896,7.2973995,14.298738
11.5,51.853355,7.2094374,14.371312
11.6,51.641853,7.121523,14.443891
11.7,51.43024,7.033677,14.516447
11.8,51.21858,6.945875,14.588998
11.900001,51.006844,6.858107,14.66154
12.0,50.79505,6.7703667,14.734073
12.1,50.583183,6.682643,14.80659
12.2,50.371258,6.594933,14.879086
12.3,50.159267,6.5072274,14.951553
12.400001,49.947216,6.4195223,15.023984
12.5,49.73513,6.3318124,15.096362
12.6,49.523026,6.244095,15.168679
12.7,49.310917,6.156366,15.240917
12.8,49.09882,6.0686226,15.313065
12.900001,48.886784,5.980864,15.385097
13.0,48.674824,5.8930907,15.456998
13.1,48.462997,5.805296,15.528731
13.2,48.25129,5.717485,15.600307
13.3,48.03976,5.6296525,15.671696
13.400001,47.82845,5.5418,15.742879
13.5,47.617397,5.453927,15.813839
13.6,47.406635,5.366031,15.884566
13.7,47.1962,5.2781124,15.95505
13.8,46.986107,5.190165,16.025288
13.900001,46.77638,5.1021867,16.095266
14.0,46.567043,5.014175,16.16499
14.1,46.35811,4.926121,16.234465
14.2,46.149586,4.8380237,16.303684
14.3,45.94148,4.749874,16.372665
14.400001,45.73379,4.661665,16.441414
14.5,45.526527,4.57339,16.509941
14.6,45.31968,4.48504,16.578264
14.7,45.11316,4.396611,16.64639
14.8,44.907093,4.3080845,16.714348
14.900001,44.701412,4.219452,16.78214
15.0,44.496086,4.1307054,16.849777
15.1,44.29111,4.041832,16.917269
15.2,44.08647,3.9528215,16.984625
15.3,43.88215,3.86366,17.051851
15.400001,43.678127,3.7743359,17.118948
15.5,43.474403,3.6848376,17.185913
15.6,43.270954,3.5951488,17.252748
15.7,43.067772,3.5052574,17.31945
15.8,42.864845,3.4151468,17.38601
15.900001,42.662167,3.3248034,17.45242
16.0,42.459717,3.2342114,17.518665
