time,stock1,stock2
0.0,3.0,1.0
0.20202020202020202,2.989181960209301,-0.902366012972702
0.40404040404040403,2.731458740987004,-1.4315393844308195
0.6060606060606061,2.472578830631415,-1.0472373996874087
0.8080808080808081,2.3220940724934307,-0.44929921740811757
1.0101010101010102,2.2815659048297707,0.014052563254746131
1.2121212121212122,2.3131239679304625,0.26252566164639196
1.4141414141414141,2.3746376368751174,0.3192956984598895
1.6161616161616161,2.4333497526006065,0.24720417575706596
1.8181818181818181,2.4709604284454034,0.12252372703778788
2.0202020202020203,2.4837688020355824,0.010546294517469065
2.2222222222222223,2.4784595374187544,-0.05431544844565801
2.4242424242424243,2.465183359375371,-0.07000389104350307
2.6262626262626263,2.4523521919651996,-0.05343373516772537
2.8282828282828283,2.444347707669698,-0.025502505307462488
3.0303030303030303,2.4417838774141187,-0.0013363479349504856
3.2323232323232323,2.44309116199575,0.012327846556948723
3.4343434343434343,2.4460484934999362,0.015453824002915242
3.6363636363636362,2.4488701976318263,0.011745814605663386
3.8383838383838382,2.4506285203576255,0.005587126396822823
4.040404040404041,2.4511857494244973,0.00025268762339309726
4.242424242424242,2.4508911346294515,-0.0027403507453144433
4.444444444444445,2.4502373209217923,-0.003408376227616826
4.646464646464646,2.449616287283038,-0.002569881276407861
4.848484848484849,2.449233626844469,-0.0012077044801028095
5.05050505050505,2.4491149003989947,-4.027936278590099e-05
5.252525252525253,2.449182367526588,0.0006117698953209724
5.454545454545454,2.4493272559637393,0.0007506561718009553
5.656565656565657,2.4494633127854524,0.0005631391377697066
5.858585858585858,2.449547009562127,0.00026184183404411005
6.0606060606060606,2.449572332743088,6.0298365399520345e-06
6.262626262626262,2.449557099556568,-0.0001358789575946742
6.4646464646464645,2.449525009634371,-0.00016490215713642798
6.666666666666667,2.449495235600945,-0.00012301100468770733
6.8686868686868685,2.449477103565014,-5.678288783456688e-05
7.070707070707071,2.449471656440677,-1.0447807940576085e-06
7.2727272727272725,2.4494751259011447,2.9754418833537368e-05
7.474747474747475,2.449482106765118,3.5966299786012415e-05
7.6767676767676765,2.4494885378770417,2.645944702624508e-05
7.878787878787879,2.4494926702901525,1.1366414033323887e-05
8.080808080808081,2.4494934719603343,3.115909595426072e-07
8.282828282828282,2.4494926393342698,-5.5764105939640305e-06
8.484848484848484,2.4494912544597596,-7.028483733507702e-06
8.686868686868687,2.4494900489270583,-5.180995251542775e-06
