time,stock1,stock2
0.0,-0.25,1.5
0.10126582278481013,-0.12455519293582926,1.0129561114561072
0.20253164556962025,-0.03868288206495593,0.7073912103805768
0.3037974683544304,0.022592407483279252,0.5197246892677635
0.4050632911392405,0.06907265151092273,0.4086968758639129
0.5063291139240507,0.1070578586541713,0.34849253698120325
0.6075949367088608,0.14078994100821746,0.3225361902693951
0.7088607594936709,0.17317480193088203,0.32037660737266715
0.810126582278481,0.20626639427215648,0.3355948815666388
0.9113924050632911,0.24158769166088692,0.36442722187378385
1.0126582278481013,0.28044586980939656,0.40441167220867924
1.1139240506329113,0.32385199283739324,0.45474013281852504
1.2151898734177216,0.3728505252174677,0.5148210067912706
1.3164556962025316,0.42844447257756246,0.5845753816005874
1.4177215189873418,0.49159942204229384,0.6643716154954183
1.5189873417721518,0.5633333560251316,0.754349173581996
1.620253164556962,0.6446487400506555,0.8544886186091172
1.7215189873417722,0.7365007478114765,0.9645761860160617
1.8227848101265822,0.8400836127277725,1.0828692318636315
1.9240506329113924,0.9561276968666047,1.206585599178318
2.0253164556962027,1.0848311587987451,1.331988531975832
2.1265822784810124,1.2258856868224424,1.4536281403059728
2.2278481012658227,1.3786144469434156,1.561707254914453
2.329113924050633,1.5412563832768695,1.6446593132859948
2.430379746835443,1.710546394429026,1.6891432432539426
2.5316455696202533,1.881710045845745,1.6799900053656007
2.632911392405063,2.048684998890343,1.6026674601761062
2.7341772151898733,2.203996413488616,1.4530216241056844
2.8354430379746836,2.34042376633897,1.2344232302279994
2.9367088607594938,2.451929534312078,0.9588570562552103
3.0379746835443036,2.5337720049304737,0.6559038802218041
3.1392405063291138,2.5847863543954612,0.3571220449091085
3.240506329113924,2.607099067168067,0.09209960904289194
3.3417721518987342,2.6054403699163577,-0.1142749374504981
3.4430379746835444,2.5862578465868165,-0.2523551150739132
3.5443037974683542,2.5565119458359233,-0.3235755134401106
3.6455696202531644,2.5226922029624212,-0.33739164880626676
3.7468354430379747,2.4896429146403696,-0.30919314692598165
3.848101265822785,2.4609282876925844,-0.2543274574888269
3.9493670886075947,2.43859838494928,-0.1868322664032806
4.050632911392405,2.4232124987098076,-0.11757926899923399
4.151898734177215,2.4145690905933743,-0.05456022125595272
4.253164556962025,2.411786351786887,-0.0026278004335455714
4.3544303797468356,2.4136228692128303,0.036045863922485454
4.455696202531645,2.418636035383764,0.060943221027690606
4.556962025316456,2.4255031008757655,0.07312236214234145
4.658227848101266,2.4330764270777188,0.07466321722426873
4.7594936708860756,2.4403573623554076,0.0681534363533865
4.860759493670886,2.446685328607676,0.05626101843104952
4.962025316455696,2.45165557417682,0.04157676408132176
5.063291139240507,2.455088926812404,0.02640496406245252
5.1645569620253164,2.457034671615026,0.012387477144808855
5.265822784810126,2.457676112674062,0.0007328604660447255
5.367088607594937,2.4572866749261006,-0.007920350522662201
5.468354430379747,2.4561734117213976,-0.013484601771632998
5.5696202531645564,2.4546502759345974,-0.01616487537427403
5.670886075949367,2.452985408439528,-0.01643309412896562
5.772151898734177,2.4513843379188756,-0.014893703347337847
5.8734177215189876,2.4500065221917375,-0.01219946456856891
5.974683544303797,2.448936009356436,-0.008929807164780226
6.075949367088607,2.448202523524386,-0.005572781445108453
6.177215189873418,2.447796810688703,-0.002519509967608107
6.2784810126582276,2.4476752611692376,6.188222200214245e-07
6.379746835443038,2.4477760449017554,0.001862800108434147
6.481012658227848,2.4480288414015043,0.00303756853023714
6.582278481012658,2.448369263410704,0.003587345154352572
6.6835443037974684,2.4487383368361146,0.0036178242952881346
6.784810126582278,2.449088554487206,0.0032622003814422817
6.886075949367089,2.44938983877463,0.0026556836644672796
6.987341772151899,2.449622616723325,0.0019299764969990974
7.0886075949367084,2.4497801163532773,0.00119325789157649
7.189873417721519,2.4498660123965545,0.0005220831090397393
7.291139240506329,2.4498899793248143,-2.7053375776460052e-05
7.3924050632911396,2.4498656435948796,-0.00042840744299461284
7.493670886075949,2.44980767253476,-0.0006805003016742987
7.594936708860759,2.4497317595376655,-0.0007949903664524934
7.69620253164557,2.4496510378859053,-0.0007954300577853225
7.7974683544303796,2.4495742849944215,-0.0007127673788998276
7.898734177215189,2.4495086204302137,-0.0005772065149775441
8.0,2.4494582435028556,-0.0004168041475067835
