time,stock1,stock2,stock3
0.0,60.0,40.0,0.0
1.2359550561797752,50.472292768781145,36.209684635397046,13.318022595821818
2.4719101123595504,44.837332174938425,31.584306461207177,23.578361363854413
3.7078651685393256,41.96314550712191,27.003200881622035,31.03365361125607
4.943820224719101,41.03055790498281,22.875107561379966,36.09433453363722
6.179775280898876,41.422078322552764,19.349368940650642,39.228552736796594
7.415730337078651,42.67683685635497,16.438899004390713,40.88426413925431
8.651685393258425,44.49470150820236,14.074650233997524,41.430648257800115
9.887640449438202,46.65593125796879,12.17180187159612,41.172266870435095
11.123595505617978,49.01499210410966,10.638543095015681,40.346464800874664
12.359550561797752,51.45765679938624,9.403220312821396,39.13912288779236
13.595505617977526,53.89481503304124,8.417317108328566,37.6878678586302
14.831460674157302,56.270319119619515,7.6303010620413705,36.099379818339116
16.06741573033708,58.5566190626572,6.996363202264748,34.447017735078056
17.30337078651685,60.731669876342536,6.4825775886173975,32.785752535040075
18.539325842696627,62.77683971704856,6.066008761253698,31.15715152169775
19.775280898876403,64.6769170656723,5.733696634674082,29.589386299653633
21.01123595505618,66.42575947611209,5.472482462365745,28.10175806152217
22.247191011235955,68.0271110261957,5.2668371553766535,26.70605181842765
23.483146067415728,69.48444756539539,5.107256644683748,25.40829578992088
24.719101123595504,70.80180256369796,4.98604202953049,24.212155406771554
25.95505617977528,71.98376711160488,4.897299577426874,23.118933310968256
27.191011235955052,73.03548992013214,4.836940724149414,22.127569355718464
28.42696629213483,73.96313321687931,4.801321109421724,21.235545673698965
29.662921348314605,74.77446033479193,4.786497887528754,20.43904177767933
30.89887640449438,75.47718186326777,4.7897971435190625,19.733020993213177
32.13483146067416,76.07873685893037,4.808755782327011,19.11250735874262
33.37078651685393,76.58629337985904,4.841118240189553,18.57258837995141
34.6067415730337,77.00674848558884,4.88483648464624,18.108415029764927
35.84269662921348,77.3467282371106,4.938070014539216,17.71520174835019
37.078651685393254,77.6125868166617,4.999184972898247,17.388228210440058
38.31460674157303,77.81035637436221,5.066508676669709,17.123134948968076
39.550561797752806,77.94675112802702,5.138805252163337,16.914443619809646
40.78651685393258,78.02854542766579,5.215138415193175,16.75631615714104
42.02247191011236,78.06209800452963,5.294541155775288,16.643360839695077
43.258426966292134,78.0533519711111,5.376015738127768,16.570632290761136
44.49438202247191,78.00783482114414,5.4585337006707215,16.533631478185143
45.73033707865168,77.93065842960415,5.541035856026284,16.528305714369573
46.966292134831455,77.82651905270794,5.622432291018609,16.551048656273462
48.20224719101123,77.69969732791374,5.701602366673875,16.598700305412393
49.43820224719101,77.55405827392121,5.77739471822028,16.668547007858503
50.674157303370784,77.39311966926756,5.84871825721743,16.758162073515013
51.91011235955056,77.22107802974816,5.915548404966437,16.863373565285407
53.146067415730336,77.04220903711034,5.9778930841991755,16.97989787869049
54.382022471910105,76.86024688974112,6.035649874604545,17.10410323565434
55.61797752808988,76.67843502958222,6.088743374453327,17.232821595964463
56.85393258426966,76.49952614213001,6.137125200598191,17.3633486572718
58.08988764044943,76.32578215643558,6.180773988473684,17.493443855090742
59.32584269662921,76.15897424510466,6.219695392096239,17.621330362799107
60.561797752808985,76.00038282429767,6.253922084064174,17.745695091638158
61.79775280898876,75.85079755372972,6.2835137555576885,17.865688690712588
63.03370786516854,75.7105173366706,6.308557116338866,17.980925546990534
64.26966292134831,75.57935031994475,6.329165894751674,18.091483785303573
65.50561797752809,75.45675077511608,6.345474124748891,18.19777510013504
66.74157303370787,75.34504295660135,6.357611213887677,18.297345829510977
67.97752808988764,75.24502278820937,6.36609442166014,18.388882790130495
69.2134831460674,75.15616916482452,6.371498050156982,18.4723327850185
70.44943820224718,75.07794693099011,6.3743364272033745,18.547716641806524
71.68539325842696,75.00980688090833,6.375063906358968,18.615129212732707
72.92134831460673,74.9511857584403,6.374074866917886,18.674739374641813
74.15730337078651,74.90150625710606,6.371703713908725,18.72679002898522
75.39325842696628,74.86017702008452,6.368224878094558,18.77159810182092
76.62921348314606,74.82659264021356,6.363852815972928,18.809554543813523
77.86516853932584,74.8001336599899,6.358742009775857,18.84112433023425
79.10112359550561,74.78016657156921,6.352986967469839,18.866846460960947
80.33707865168539,74.76604381676609,6.346622222755844,18.887333960478074
81.57303370786516,74.75710378705399,6.339622335069313,18.9032738778767
82.80898876404494,74.75288515753779,6.331975074652244,18.91513976780997
84.04494382022472,74.75364430483513,6.324075564416842,18.922280130748018
85.28089887640449,74.75845022227402,6.316166934000142,18.925382843725828
86.51685393258427,74.76631463024214,6.308419672362185,18.92526569739567
87.75280898876404,74.77637919290538,6.3009748486748425,18.922645958419775
88.98876404494382,74.78791551820785,6.2939441123218085,18.918140369470336
90.22471910112358,74.8003251578719,6.287409692898609,18.912265149229498
91.46067415730336,74.81313960739803,6.281424400212594,18.90543599238938
92.69662921348313,74.826020306065,6.276011624282942,18.89796806965205
93.93258426966291,74.8387586369298,6.271165335340661,18.890076027729542
95.16853932584269,74.85127592682757,6.266850083828583,18.881873989343852
96.40449438202246,74.8636234463717,6.263001000401369,18.87337555322693
97.64044943820224,74.87598240995379,6.259523795925508,18.864493794120694
98.87640449438202,74.88866397574367,6.256294761479315,18.855041262777018
100.11235955056179,74.90205629802574,6.253175013774329,18.844768688199927
101.34831460674157,74.91529631800628,6.2503600681092255,18.834343613884485
102.58426966292134,74.92783618265386,6.247946642886395,18.82421717445974
103.82022471910112,74.93960206861254,6.245906708427498,18.814491222959944
105.0561797752809,74.95053814428096,6.244213094498669,18.80524876122037
106.29213483146067,74.96060656981219,6.242839490310507,18.796553939877295
107.52808988764045,74.96978749711388,6.241760444518083,18.788452058368023
108.76404494382021,74.97807906984819,6.240951365220935,18.780969564930857
110.0,74.9854974234318,6.240388519963071,18.77411405660513
