time,stock1,stock2
0.0,-1.0,-0.5
0.20202020202020202,-1.1620596993412042,-1.0626842500533618
0.40404040404040403,-1.4161965702577817,-1.4246948090893952
0.6060606060606061,-1.7260668958218,-1.6096896397345837
0.8080808080808081,-2.0504756359075866,-1.5541291945891746
1.0101010101010102,-2.3345497103026918,-1.2123371723338237
1.2121212121212122,-2.5255014925287185,-0.6598930687957067
1.4141414141414141,-2.6011762517957515,-0.11025367348238496
1.6161616161616161,-2.584250592514911,0.23374109105727697
1.8181818181818181,-2.5239243943292973,0.3268651139635356
2.0202020202020203,-2.463528468579936,0.2528393653781641
2.2222222222222223,-2.425536142043438,0.12154920306964974
2.4242424242424243,-2.413138929143749,0.008149048335745805
2.6262626262626263,-2.418900988514284,-0.056469985584634286
2.8282828282828283,-2.432643765696548,-0.07250814697664289
3.0303030303030303,-2.4460128245647375,-0.05617450281642733
3.2323232323232323,-2.4545204014147917,-0.027575309934781092
3.4343434343434343,-2.4573841410320925,-0.002221990120251767
3.6363636363636362,-2.4561488337393858,0.012411852144115249
3.8383838383838382,-2.4531232178126423,0.015972104363630096
4.040404040404041,-2.450190458709385,0.012276349520294504
4.242424242424242,-2.4483420902284743,0.00592716950624593
4.444444444444445,-2.447738856648669,0.00037526650691996604
4.646464646464646,-2.4480259144156,-0.002779369622782111
4.848484848484849,-2.4486972940109313,-0.0035254186974246447
5.05050505050505,-2.4493432719498736,-0.002689837522530807
5.252525252525253,-2.4497465270809817,-0.001287767213323631
5.454545454545454,-2.4498762517209474,-6.989453814716358e-05
5.656565656565657,-2.449810545650449,0.0006201781501103185
5.858585858585858,-2.449661965587329,0.0007765897825738203
6.0606060606060606,-2.449520335293171,0.0005893319798449454
6.262626262626262,-2.449432203630352,0.00027900417908778395
6.4646464646464645,-2.449404520371211,1.2293549517435027e-05
6.666666666666667,-2.4494194262358215,-0.0001379112231021327
6.8686868686868685,-2.4494523220769637,-0.00017065934909128377
7.070707070707071,-2.4494833657895607,-0.00012874907862726583
7.2727272727272725,-2.4495024447664173,-6.058899779917477e-05
